Sim Number,Strategy,End Bankroll,Start Bankroll,Dice Rolls
4590,pass2come,225.0,200,114
4591,corey,192.0,200,87
4591,coreynofield,247.0,200,87
4591,hammerlock,196.0,200,87
4591,knockout,245.0,200,87
4591,pass2come,195.0,200,87
4592,corey,379.0,200,146
4592,coreynofield,414.0,200,146
4592,hammerlock,18.0,200,146
4592,knockout,635.0,200,146
4592,pass2come,300.0,200,146
4593,corey,141.0,200,59
4593,coreynofield,166.0,200,59
4593,hammerlock,230.0,200,59
4593,knockout,115.0,200,59
4593,pass2come,170.0,200,59
4594,corey,197.0,200,94
4594,coreynofield,162.0,200,94
4594,hammerlock,284.0,200,94
4594,knockout,85.0,200,94
4594,pass2come,200.0,200,94
4595,corey,254.0,200,108
4595,coreynofield,319.0,200,108
4595,hammerlock,14.0,200,108
4595,knockout,360.0,200,108
4595,pass2come,255.0,200,108
4596,corey,176.0,200,74
4596,coreynofield,171.0,200,74
4596,hammerlock,289.0,200,74
4596,knockout,130.0,200,74
4596,pass2come,165.0,200,74
4597,corey,178.0,200,89
4597,coreynofield,163.0,200,89
4597,hammerlock,227.0,200,89
4597,knockout,200.0,200,89
4597,pass2come,155.0,200,89
4598,corey,214.0,200,123
4598,coreynofield,289.0,200,123
4598,hammerlock,224.0,200,123
4598,knockout,305.0,200,123
4598,pass2come,245.0,200,123
4599,corey,107.0,200,63
4599,coreynofield,147.0,200,63
4599,hammerlock,322.0,200,63
4599,knockout,40.0,200,63
4599,pass2come,185.0,200,63
4600,corey,161.0,200,84
4600,coreynofield,201.0,200,84
4600,hammerlock,284.0,200,84
4600,knockout,145.0,200,84
4600,pass2come,195.0,200,84
4601,corey,186.0,200,126
4601,coreynofield,246.0,200,126
4601,hammerlock,77.0,200,126
4601,knockout,380.0,200,126
4601,pass2come,200.0,200,126
4602,corey,343.0,200,139
4602,coreynofield,293.0,200,139
4602,hammerlock,89.0,200,139
4602,knockout,405.0,200,139
4602,pass2come,235.0,200,139
4603,corey,169.0,200,52
4603,coreynofield,179.0,200,52
4603,hammerlock,171.0,200,52
4603,knockout,90.0,200,52
4603,pass2come,195.0,200,52
4604,corey,181.0,200,113
4604,coreynofield,256.0,200,113
4604,hammerlock,262.0,200,113
4604,knockout,285.0,200,113
4604,pass2come,260.0,200,113
4605,corey,122.0,200,49
4605,coreynofield,167.0,200,49
4605,hammerlock,291.0,200,49
4605,knockout,55.0,200,49
4605,pass2come,185.0,200,49
4606,corey,227.0,200,100
4606,coreynofield,212.0,200,100
4606,hammerlock,30.0,200,100
4606,knockout,265.0,200,100
4606,pass2come,160.0,200,100
4607,corey,143.0,200,64
4607,coreynofield,138.0,200,64
4607,hammerlock,103.0,200,64
4607,knockout,180.0,200,64
4607,pass2come,160.0,200,64
4608,corey,164.0,200,85
4608,coreynofield,184.0,200,85
4608,hammerlock,318.0,200,85
4608,knockout,115.0,200,85
4608,pass2come,200.0,200,85
4609,corey,191.0,200,104
4609,coreynofield,196.0,200,104
4609,hammerlock,227.0,200,104
4609,knockout,145.0,200,104
4609,pass2come,210.0,200,104
4610,corey,59.0,200,65
4610,coreynofield,94.0,200,65
4610,hammerlock,263.0,200,65
4610,knockout,110.0,200,65
4610,pass2come,150.0,200,65
4611,corey,228.0,200,116
4611,coreynofield,228.0,200,116
4611,hammerlock,132.0,200,116
4611,knockout,250.0,200,116
4611,pass2come,240.0,200,116
4612,corey,141.0,200,106
4612,coreynofield,216.0,200,106
4612,hammerlock,193.0,200,106
4612,knockout,230.0,200,106
4612,pass2come,210.0,200,106
4613,corey,140.0,200,64
4613,coreynofield,120.0,200,64
4613,hammerlock,351.0,200,64
4613,knockout,20.0,200,64
4613,pass2come,190.0,200,64
4614,corey,190.0,200,94
4614,coreynofield,200.0,200,94
4614,hammerlock,152.0,200,94
4614,knockout,320.0,200,94
4614,pass2come,190.0,200,94
4615,corey,186.0,200,73
4615,coreynofield,201.0,200,73
4615,hammerlock,242.0,200,73
4615,knockout,145.0,200,73
4615,pass2come,195.0,200,73
4616,corey,159.0,200,92
4616,coreynofield,194.0,200,92
4616,hammerlock,375.0,200,92
4616,knockout,120.0,200,92
4616,pass2come,210.0,200,92
4617,corey,243.0,200,103
4617,coreynofield,238.0,200,103
4617,hammerlock,103.0,200,103
4617,knockout,260.0,200,103
4617,pass2come,240.0,200,103
4618,corey,150.0,200,82
4618,coreynofield,210.0,200,82
4618,hammerlock,186.0,200,82
4618,knockout,210.0,200,82
4618,pass2come,190.0,200,82
4619,corey,182.0,200,96
4619,coreynofield,142.0,200,96
4619,hammerlock,304.0,200,96
4619,knockout,100.0,200,96
4619,pass2come,180.0,200,96
4620,corey,258.0,200,68
4620,coreynofield,253.0,200,68
4620,hammerlock,132.0,200,68
4620,knockout,215.0,200,68
4620,pass2come,225.0,200,68
4621,corey,122.0,200,63
4621,coreynofield,92.0,200,63
4621,hammerlock,285.0,200,63
4621,knockout,80.0,200,63
4621,pass2come,120.0,200,63
4622,corey,386.0,200,148
4622,coreynofield,396.0,200,148
4622,hammerlock,15.0,200,148
4622,knockout,485.0,200,148
4622,pass2come,320.0,200,148
4623,corey,126.0,200,64
4623,coreynofield,146.0,200,64
4623,hammerlock,310.0,200,64
4623,knockout,65.0,200,64
4623,pass2come,150.0,200,64
4624,corey,145.0,200,54
4624,coreynofield,180.0,200,54
4624,hammerlock,151.0,200,54
4624,knockout,140.0,200,54
4624,pass2come,190.0,200,54
4625,corey,159.0,200,83
4625,coreynofield,194.0,200,83
4625,hammerlock,247.0,200,83
4625,knockout,100.0,200,83
4625,pass2come,220.0,200,83
4626,corey,78.0,200,103
4626,coreynofield,163.0,200,103
4626,hammerlock,226.0,200,103
4626,knockout,225.0,200,103
4626,pass2come,175.0,200,103
4627,corey,175.0,200,85
4627,coreynofield,185.0,200,85
4627,hammerlock,170.0,200,85
4627,knockout,200.0,200,85
4627,pass2come,175.0,200,85
4628,corey,248.0,200,82
4628,coreynofield,183.0,200,82
4628,hammerlock,215.0,200,82
4628,knockout,150.0,200,82
4628,pass2come,205.0,200,82
4629,corey,144.0,200,57
4629,coreynofield,179.0,200,57
4629,hammerlock,169.0,200,57
4629,knockout,140.0,200,57
4629,pass2come,195.0,200,57
4630,corey,161.0,200,63
4630,coreynofield,216.0,200,63
4630,hammerlock,362.0,200,63
4630,knockout,135.0,200,63
4630,pass2come,190.0,200,63
4631,corey,168.0,200,83
4631,coreynofield,148.0,200,83
4631,hammerlock,332.0,200,83
4631,knockout,160.0,200,83
4631,pass2come,150.0,200,83
4632,corey,194.0,200,77
4632,coreynofield,144.0,200,77
4632,hammerlock,231.0,200,77
4632,knockout,135.0,200,77
4632,pass2come,160.0,200,77
4633,corey,176.0,200,54
4633,coreynofield,186.0,200,54
4633,hammerlock,124.0,200,54
4633,knockout,150.0,200,54
4633,pass2come,190.0,200,54
4634,corey,139.0,200,43
4634,coreynofield,154.0,200,43
4634,hammerlock,118.0,200,43
4634,knockout,70.0,200,43
4634,pass2come,160.0,200,43
4635,corey,255.0,200,119
4635,coreynofield,280.0,200,119
4635,hammerlock,10.0,200,119
4635,knockout,465.0,200,119
4635,pass2come,250.0,200,119
4636,corey,195.0,200,77
4636,coreynofield,210.0,200,77
4636,hammerlock,168.0,200,77
4636,knockout,130.0,200,77
4636,pass2come,230.0,200,77
4637,corey,104.0,200,62
4637,coreynofield,159.0,200,62
4637,hammerlock,274.0,200,62
4637,knockout,110.0,200,62
4637,pass2come,175.0,200,62
4638,corey,186.0,200,92
4638,coreynofield,161.0,200,92
4638,hammerlock,140.0,200,92
4638,knockout,200.0,200,92
4638,pass2come,165.0,200,92
4639,corey,214.0,200,61
4639,coreynofield,249.0,200,61
4639,hammerlock,231.0,200,61
4639,knockout,115.0,200,61
4639,pass2come,235.0,200,61
4640,corey,239.0,200,64
4640,coreynofield,274.0,200,64
4640,hammerlock,117.0,200,64
4640,knockout,245.0,200,64
4640,pass2come,210.0,200,64
4641,corey,183.0,200,94
4641,coreynofield,203.0,200,94
4641,hammerlock,117.0,200,94
4641,knockout,230.0,200,94
4641,pass2come,205.0,200,94
4642,corey,157.0,200,88
4642,coreynofield,117.0,200,88
4642,hammerlock,242.0,200,88
4642,knockout,120.0,200,88
4642,pass2come,145.0,200,88
4643,corey,200.0,200,99
4643,coreynofield,185.0,200,99
4643,hammerlock,10.0,200,99
4643,knockout,350.0,200,99
4643,pass2come,215.0,200,99
4644,corey,127.0,200,92
4644,coreynofield,187.0,200,92
4644,hammerlock,95.0,200,92
4644,knockout,255.0,200,92
4644,pass2come,195.0,200,92
4645,corey,259.0,200,79
4645,coreynofield,269.0,200,79
4645,hammerlock,191.0,200,79
4645,knockout,150.0,200,79
4645,pass2come,275.0,200,79
4646,corey,194.0,200,84
4646,coreynofield,184.0,200,84
4646,hammerlock,253.0,200,84
4646,knockout,210.0,200,84
4646,pass2come,200.0,200,84
4647,corey,205.0,200,97
4647,coreynofield,220.0,200,97
4647,hammerlock,167.0,200,97
4647,knockout,250.0,200,97
4647,pass2come,180.0,200,97
4648,corey,263.0,200,75
4648,coreynofield,263.0,200,75
4648,hammerlock,65.0,200,75
4648,knockout,275.0,200,75
4648,pass2come,225.0,200,75
4649,corey,184.0,200,70
4649,coreynofield,179.0,200,70
4649,hammerlock,242.0,200,70
4649,knockout,120.0,200,70
4649,pass2come,195.0,200,70
4650,corey,178.0,200,88
4650,coreynofield,208.0,200,88
4650,hammerlock,124.0,200,88
4650,knockout,340.0,200,88
4650,pass2come,180.0,200,88
4651,corey,144.0,200,77
4651,coreynofield,154.0,200,77
4651,hammerlock,275.0,200,77
4651,knockout,110.0,200,77
4651,pass2come,160.0,200,77
4652,corey,219.0,200,83
4652,coreynofield,224.0,200,83
4652,hammerlock,260.0,200,83
4652,knockout,140.0,200,83
4652,pass2come,230.0,200,83
4653,corey,184.0,200,75
4653,coreynofield,194.0,200,75
4653,hammerlock,169.0,200,75
4653,knockout,175.0,200,75
4653,pass2come,210.0,200,75
4654,corey,64.0,200,57
4654,coreynofield,114.0,200,57
4654,hammerlock,154.0,200,57
4654,knockout,140.0,200,57
4654,pass2come,140.0,200,57
4655,corey,159.0,200,79
4655,coreynofield,159.0,200,79
4655,hammerlock,239.0,200,79
4655,knockout,180.0,200,79
4655,pass2come,195.0,200,79
4656,corey,137.0,200,64
4656,coreynofield,162.0,200,64
4656,hammerlock,255.0,200,64
4656,knockout,85.0,200,64
4656,pass2come,190.0,200,64
4657,corey,153.0,200,94
4657,coreynofield,233.0,200,94
4657,hammerlock,185.0,200,94
4657,knockout,305.0,200,94
4657,pass2come,215.0,200,94
4658,corey,155.0,200,70
4658,coreynofield,140.0,200,70
4658,hammerlock,297.0,200,70
4658,knockout,80.0,200,70
4658,pass2come,180.0,200,70
4659,corey,171.0,200,70
4659,coreynofield,201.0,200,70
4659,hammerlock,259.0,200,70
4659,knockout,160.0,200,70
4659,pass2come,175.0,200,70
4660,corey,224.0,200,81
4660,coreynofield,214.0,200,81
4660,hammerlock,221.0,200,81
4660,knockout,155.0,200,81
4660,pass2come,220.0,200,81
4661,corey,141.0,200,73
4661,coreynofield,161.0,200,73
4661,hammerlock,230.0,200,73
4661,knockout,160.0,200,73
4661,pass2come,155.0,200,73
4662,corey,126.0,200,73
4662,coreynofield,131.0,200,73
4662,hammerlock,107.0,200,73
4662,knockout,185.0,200,73
4662,pass2come,145.0,200,73
4663,corey,265.0,200,105
4663,coreynofield,255.0,200,105
4663,hammerlock,196.0,200,105
4663,knockout,195.0,200,105
4663,pass2come,235.0,200,105
4664,corey,194.0,200,101
4664,coreynofield,204.0,200,101
4664,hammerlock,13.0,200,101
4664,knockout,250.0,200,101
4664,pass2come,220.0,200,101
4665,corey,185.0,200,84
4665,coreynofield,215.0,200,84
4665,hammerlock,187.0,200,84
4665,knockout,255.0,200,84
4665,pass2come,195.0,200,84
4666,corey,139.0,200,83
4666,coreynofield,204.0,200,83
4666,hammerlock,229.0,200,83
4666,knockout,130.0,200,83
4666,pass2come,210.0,200,83
4667,corey,120.0,200,70
4667,coreynofield,120.0,200,70
4667,hammerlock,207.0,200,70
4667,knockout,115.0,200,70
4667,pass2come,150.0,200,70
4668,corey,199.0,200,95
4668,coreynofield,164.0,200,95
4668,hammerlock,175.0,200,95
4668,knockout,195.0,200,95
4668,pass2come,190.0,200,95
4669,corey,144.0,200,63
4669,coreynofield,154.0,200,63
4669,hammerlock,129.0,200,63
4669,knockout,125.0,200,63
4669,pass2come,180.0,200,63
4670,corey,139.0,200,80
4670,coreynofield,174.0,200,80
4670,hammerlock,124.0,200,80
4670,knockout,275.0,200,80
4670,pass2come,180.0,200,80
4671,corey,188.0,200,73
4671,coreynofield,178.0,200,73
4671,hammerlock,160.0,200,73
4671,knockout,160.0,200,73
4671,pass2come,170.0,200,73
4672,corey,226.0,200,88
4672,coreynofield,206.0,200,88
4672,hammerlock,188.0,200,88
4672,knockout,230.0,200,88
4672,pass2come,230.0,200,88
4673,corey,183.0,200,77
4673,coreynofield,248.0,200,77
4673,hammerlock,172.0,200,77
4673,knockout,220.0,200,77
4673,pass2come,240.0,200,77
4674,corey,156.0,200,53
4674,coreynofield,196.0,200,53
4674,hammerlock,258.0,200,53
4674,knockout,95.0,200,53
4674,pass2come,180.0,200,53
4675,corey,133.0,200,78
4675,coreynofield,173.0,200,78
4675,hammerlock,169.0,200,78
4675,knockout,235.0,200,78
4675,pass2come,135.0,200,78
4676,corey,193.0,200,81
4676,coreynofield,208.0,200,81
4676,hammerlock,186.0,200,81
4676,knockout,170.0,200,81
4676,pass2come,190.0,200,81
4677,corey,183.0,200,85
4677,coreynofield,223.0,200,85
4677,hammerlock,149.0,200,85
4677,knockout,255.0,200,85
4677,pass2come,195.0,200,85
4678,corey,92.0,200,51
4678,coreynofield,87.0,200,51
4678,hammerlock,214.0,200,51
4678,knockout,20.0,200,51
4678,pass2come,105.0,200,51
4679,corey,177.0,200,88
4679,coreynofield,232.0,200,88
4679,hammerlock,83.0,200,88
4679,knockout,245.0,200,88
4679,pass2come,210.0,200,88
4680,corey,122.0,200,65
4680,coreynofield,127.0,200,65
4680,hammerlock,262.0,200,65
4680,knockout,25.0,200,65
4680,pass2come,165.0,200,65
4681,corey,127.0,200,58
4681,coreynofield,132.0,200,58
4681,hammerlock,200.0,200,58
4681,knockout,110.0,200,58
4681,pass2come,160.0,200,58
4682,corey,229.0,200,92
4682,coreynofield,184.0,200,92
4682,hammerlock,166.0,200,92
4682,knockout,265.0,200,92
4682,pass2come,190.0,200,92
4683,corey,177.0,200,90
4683,coreynofield,167.0,200,90
4683,hammerlock,248.0,200,90
4683,knockout,165.0,200,90
4683,pass2come,205.0,200,90
4684,corey,317.0,200,114
4684,coreynofield,282.0,200,114
4684,hammerlock,113.0,200,114
4684,knockout,320.0,200,114
4684,pass2come,240.0,200,114
4685,corey,211.0,200,78
4685,coreynofield,211.0,200,78
4685,hammerlock,93.0,200,78
4685,knockout,215.0,200,78
4685,pass2come,195.0,200,78
4686,corey,289.0,200,106
4686,coreynofield,279.0,200,106
4686,hammerlock,190.0,200,106
4686,knockout,300.0,200,106
4686,pass2come,255.0,200,106
4687,corey,211.0,200,82
4687,coreynofield,226.0,200,82
4687,hammerlock,373.0,200,82
4687,knockout,100.0,200,82
4687,pass2come,200.0,200,82
4688,corey,135.0,200,80
4688,coreynofield,145.0,200,80
4688,hammerlock,347.0,200,80
4688,knockout,100.0,200,80
4688,pass2come,165.0,200,80
4689,corey,176.0,200,92
4689,coreynofield,141.0,200,92
4689,hammerlock,254.0,200,92
4689,knockout,150.0,200,92
4689,pass2come,135.0,200,92
4690,corey,115.0,200,75
4690,coreynofield,155.0,200,75
4690,hammerlock,393.0,200,75
4690,knockout,70.0,200,75
4690,pass2come,205.0,200,75
4691,corey,160.0,200,73
4691,coreynofield,90.0,200,73
4691,hammerlock,313.0,200,73
4691,knockout,20.0,200,73
4691,pass2come,130.0,200,73
4692,corey,181.0,200,78
4692,coreynofield,166.0,200,78
4692,hammerlock,132.0,200,78
4692,knockout,210.0,200,78
4692,pass2come,190.0,200,78
4693,corey,202.0,200,83
4693,coreynofield,242.0,200,83
4693,hammerlock,270.0,200,83
4693,knockout,125.0,200,83
4693,pass2come,230.0,200,83
4694,corey,99.0,200,96
4694,coreynofield,159.0,200,96
4694,hammerlock,294.0,200,96
4694,knockout,215.0,200,96
4694,pass2come,185.0,200,96
4695,corey,97.0,200,80
4695,coreynofield,112.0,200,80
4695,hammerlock,209.0,200,80
4695,knockout,165.0,200,80
4695,pass2come,130.0,200,80
4696,corey,85.0,200,72
4696,coreynofield,130.0,200,72
4696,hammerlock,158.0,200,72
4696,knockout,135.0,200,72
4696,pass2come,180.0,200,72
4697,corey,282.0,200,87
4697,coreynofield,252.0,200,87
4697,hammerlock,151.0,200,87
4697,knockout,205.0,200,87
4697,pass2come,270.0,200,87
4698,corey,224.0,200,114
4698,coreynofield,234.0,200,114
4698,hammerlock,11.0,200,114
4698,knockout,420.0,200,114
4698,pass2come,170.0,200,114
4699,corey,139.0,200,83
4699,coreynofield,194.0,200,83
4699,hammerlock,278.0,200,83
4699,knockout,235.0,200,83
4699,pass2come,140.0,200,83
4700,corey,180.0,200,88
4700,coreynofield,205.0,200,88
4700,hammerlock,155.0,200,88
4700,knockout,295.0,200,88
4700,pass2come,195.0,200,88
4701,corey,330.0,200,113
4701,coreynofield,240.0,200,113
4701,hammerlock,282.0,200,113
4701,knockout,160.0,200,113
4701,pass2come,230.0,200,113
4702,corey,197.0,200,71
4702,coreynofield,212.0,200,71
4702,hammerlock,85.0,200,71
4702,knockout,270.0,200,71
4702,pass2come,170.0,200,71
4703,corey,197.0,200,68
4703,coreynofield,237.0,200,68
4703,hammerlock,178.0,200,68
4703,knockout,140.0,200,68
4703,pass2come,245.0,200,68
4704,corey,260.0,200,97
4704,coreynofield,245.0,200,97
4704,hammerlock,182.0,200,97
4704,knockout,280.0,200,97
4704,pass2come,215.0,200,97
4705,corey,143.0,200,67
4705,coreynofield,213.0,200,67
4705,hammerlock,219.0,200,67
4705,knockout,170.0,200,67
4705,pass2come,215.0,200,67
4706,corey,270.0,200,118
4706,coreynofield,290.0,200,118
4706,hammerlock,27.0,200,118
4706,knockout,440.0,200,118
4706,pass2come,270.0,200,118
4707,corey,212.0,200,60
4707,coreynofield,217.0,200,60
4707,hammerlock,200.0,200,60
4707,knockout,130.0,200,60
4707,pass2come,245.0,200,60
4708,corey,235.0,200,95
4708,coreynofield,210.0,200,95
4708,hammerlock,119.0,200,95
4708,knockout,245.0,200,95
4708,pass2come,210.0,200,95
4709,corey,307.0,200,113
4709,coreynofield,242.0,200,113
4709,hammerlock,19.0,200,113
4709,knockout,305.0,200,113
4709,pass2come,220.0,200,113
4710,corey,216.0,200,71
4710,coreynofield,201.0,200,71
4710,hammerlock,229.0,200,71
4710,knockout,120.0,200,71
4710,pass2come,195.0,200,71
4711,corey,270.0,200,92
4711,coreynofield,245.0,200,92
4711,hammerlock,10.0,200,92
4711,knockout,315.0,200,92
4711,pass2come,245.0,200,92
4712,corey,255.0,200,77
4712,coreynofield,220.0,200,77
4712,hammerlock,108.0,200,77
4712,knockout,200.0,200,77
4712,pass2come,200.0,200,77
4713,corey,238.0,200,109
4713,coreynofield,258.0,200,109
4713,hammerlock,166.0,200,109
4713,knockout,225.0,200,109
4713,pass2come,240.0,200,109
4714,corey,215.0,200,97
4714,coreynofield,220.0,200,97
4714,hammerlock,114.0,200,97
4714,knockout,315.0,200,97
4714,pass2come,200.0,200,97
4715,corey,214.0,200,96
4715,coreynofield,239.0,200,96
4715,hammerlock,93.0,200,96
4715,knockout,275.0,200,96
4715,pass2come,205.0,200,96
4716,corey,220.0,200,97
4716,coreynofield,225.0,200,97
4716,hammerlock,147.0,200,97
4716,knockout,285.0,200,97
4716,pass2come,205.0,200,97
4717,corey,172.0,200,84
4717,coreynofield,207.0,200,84
4717,hammerlock,232.0,200,84
4717,knockout,140.0,200,84
4717,pass2come,235.0,200,84
4718,corey,102.0,200,80
4718,coreynofield,122.0,200,80
4718,hammerlock,355.0,200,80
4718,knockout,90.0,200,80
4718,pass2come,140.0,200,80
4719,corey,99.0,200,56
4719,coreynofield,149.0,200,56
4719,hammerlock,225.0,200,56
4719,knockout,105.0,200,56
4719,pass2come,175.0,200,56
4720,corey,186.0,200,68
4720,coreynofield,181.0,200,68
4720,hammerlock,167.0,200,68
4720,knockout,115.0,200,68
4720,pass2come,215.0,200,68
4721,corey,285.0,200,121
4721,coreynofield,275.0,200,121
4721,hammerlock,162.0,200,121
4721,knockout,365.0,200,121
4721,pass2come,245.0,200,121
4722,corey,303.0,200,94
4722,coreynofield,273.0,200,94
4722,hammerlock,152.0,200,94
4722,knockout,230.0,200,94
4722,pass2come,265.0,200,94
4723,corey,174.0,200,71
4723,coreynofield,204.0,200,71
4723,hammerlock,247.0,200,71
4723,knockout,155.0,200,71
4723,pass2come,190.0,200,71
4724,corey,204.0,200,68
4724,coreynofield,199.0,200,68
4724,hammerlock,222.0,200,68
4724,knockout,150.0,200,68
4724,pass2come,195.0,200,68
4725,corey,173.0,200,56
4725,coreynofield,193.0,200,56
4725,hammerlock,159.0,200,56
4725,knockout,140.0,200,56
4725,pass2come,185.0,200,56
4726,corey,126.0,200,70
4726,coreynofield,161.0,200,70
4726,hammerlock,218.0,200,70
4726,knockout,150.0,200,70
4726,pass2come,155.0,200,70
4727,corey,116.0,200,69
4727,coreynofield,156.0,200,69
4727,hammerlock,148.0,200,69
4727,knockout,170.0,200,69
4727,pass2come,140.0,200,69
4728,corey,275.0,200,105
4728,coreynofield,190.0,200,105
4728,hammerlock,91.0,200,105
4728,knockout,315.0,200,105
4728,pass2come,180.0,200,105
4729,corey,124.0,200,57
4729,coreynofield,129.0,200,57
4729,hammerlock,240.0,200,57
4729,knockout,35.0,200,57
4729,pass2come,165.0,200,57
4730,corey,268.0,200,107
4730,coreynofield,278.0,200,107
4730,hammerlock,152.0,200,107
4730,knockout,290.0,200,107
4730,pass2come,260.0,200,107
4731,corey,121.0,200,102
4731,coreynofield,121.0,200,102
4731,hammerlock,394.0,200,102
4731,knockout,145.0,200,102
4731,pass2come,155.0,200,102
4732,corey,184.0,200,64
4732,coreynofield,194.0,200,64
4732,hammerlock,205.0,200,64
4732,knockout,180.0,200,64
4732,pass2come,210.0,200,64
4733,corey,199.0,200,72
4733,coreynofield,174.0,200,72
4733,hammerlock,137.0,200,72
4733,knockout,175.0,200,72
4733,pass2come,190.0,200,72
4734,corey,200.0,200,79
4734,coreynofield,190.0,200,79
4734,hammerlock,107.0,200,79
4734,knockout,235.0,200,79
4734,pass2come,170.0,200,79
4735,corey,204.0,200,89
4735,coreynofield,189.0,200,89
4735,hammerlock,271.0,200,89
4735,knockout,155.0,200,89
4735,pass2come,235.0,200,89
4736,corey,220.0,200,94
4736,coreynofield,290.0,200,94
4736,hammerlock,186.0,200,94
4736,knockout,350.0,200,94
4736,pass2come,240.0,200,94
4737,corey,102.0,200,71
4737,coreynofield,92.0,200,71
4737,hammerlock,243.0,200,71
4737,knockout,65.0,200,71
4737,pass2come,140.0,200,71
4738,corey,175.0,200,73
4738,coreynofield,150.0,200,73
4738,hammerlock,375.0,200,73
4738,knockout,10.0,200,73
4738,pass2come,200.0,200,73
4739,corey,189.0,200,84
4739,coreynofield,214.0,200,84
4739,hammerlock,275.0,200,84
4739,knockout,135.0,200,84
4739,pass2come,210.0,200,84
4740,corey,104.0,200,80
4740,coreynofield,159.0,200,80
4740,hammerlock,222.0,200,80
4740,knockout,145.0,200,80
4740,pass2come,185.0,200,80
4741,corey,220.0,200,109
4741,coreynofield,230.0,200,109
4741,hammerlock,196.0,200,109
4741,knockout,225.0,200,109
4741,pass2come,180.0,200,109
4742,corey,313.0,200,140
4742,coreynofield,343.0,200,140
4742,hammerlock,25.0,200,140
4742,knockout,475.0,200,140
4742,pass2come,255.0,200,140
4743,corey,167.0,200,77
4743,coreynofield,157.0,200,77
4743,hammerlock,346.0,200,77
4743,knockout,55.0,200,77
4743,pass2come,175.0,200,77
4744,corey,122.0,200,71
4744,coreynofield,117.0,200,71
4744,hammerlock,255.0,200,71
4744,knockout,110.0,200,71
4744,pass2come,155.0,200,71
4745,corey,111.0,200,99
4745,coreynofield,146.0,200,99
4745,hammerlock,212.0,200,99
4745,knockout,130.0,200,99
4745,pass2come,160.0,200,99
4746,corey,127.0,200,77
4746,coreynofield,132.0,200,77
4746,hammerlock,336.0,200,77
4746,knockout,50.0,200,77
4746,pass2come,160.0,200,77
4747,corey,175.0,200,86
4747,coreynofield,105.0,200,86
4747,hammerlock,149.0,200,86
4747,knockout,105.0,200,86
4747,pass2come,175.0,200,86
4748,corey,144.0,200,77
4748,coreynofield,164.0,200,77
4748,hammerlock,200.0,200,77
4748,knockout,130.0,200,77
4748,pass2come,200.0,200,77
4749,corey,185.0,200,72
4749,coreynofield,250.0,200,72
4749,hammerlock,245.0,200,72
4749,knockout,195.0,200,72
4749,pass2come,210.0,200,72
4750,corey,248.0,200,68
4750,coreynofield,258.0,200,68
4750,hammerlock,143.0,200,68
4750,knockout,190.0,200,68
4750,pass2come,230.0,200,68
4751,corey,131.0,200,69
4751,coreynofield,176.0,200,69
4751,hammerlock,321.0,200,69
4751,knockout,120.0,200,69
4751,pass2come,170.0,200,69
4752,corey,290.0,200,105
4752,coreynofield,280.0,200,105
4752,hammerlock,386.0,200,105
4752,knockout,210.0,200,105
4752,pass2come,250.0,200,105
4753,corey,245.0,200,94
4753,coreynofield,210.0,200,94
4753,hammerlock,196.0,200,94
4753,knockout,185.0,200,94
4753,pass2come,190.0,200,94
4754,corey,238.0,200,102
4754,coreynofield,238.0,200,102
4754,hammerlock,167.0,200,102
4754,knockout,285.0,200,102
4754,pass2come,210.0,200,102
4755,corey,79.0,200,55
4755,coreynofield,99.0,200,55
4755,hammerlock,207.0,200,55
4755,knockout,95.0,200,55
4755,pass2come,145.0,200,55
4756,corey,218.0,200,78
4756,coreynofield,228.0,200,78
4756,hammerlock,15.0,200,78
4756,knockout,215.0,200,78
4756,pass2come,220.0,200,78
4757,corey,161.0,200,78
4757,coreynofield,211.0,200,78
4757,hammerlock,245.0,200,78
4757,knockout,120.0,200,78
4757,pass2come,235.0,200,78
4758,corey,205.0,200,81
4758,coreynofield,200.0,200,81
4758,hammerlock,18.0,200,81
4758,knockout,275.0,200,81
4758,pass2come,190.0,200,81
4759,corey,104.0,200,83
4759,coreynofield,119.0,200,83
4759,hammerlock,338.0,200,83
4759,knockout,75.0,200,83
4759,pass2come,135.0,200,83
4760,corey,233.0,200,91
4760,coreynofield,248.0,200,91
4760,hammerlock,142.0,200,91
4760,knockout,205.0,200,91
4760,pass2come,230.0,200,91
4761,corey,168.0,200,74
4761,coreynofield,163.0,200,74
4761,hammerlock,180.0,200,74
4761,knockout,120.0,200,74
4761,pass2come,175.0,200,74
4762,corey,139.0,200,70
4762,coreynofield,149.0,200,70
4762,hammerlock,330.0,200,70
4762,knockout,120.0,200,70
4762,pass2come,155.0,200,70
4763,corey,141.0,200,82
4763,coreynofield,111.0,200,82
4763,hammerlock,179.0,200,82
4763,knockout,160.0,200,82
4763,pass2come,115.0,200,82
4764,corey,173.0,200,82
4764,coreynofield,163.0,200,82
4764,hammerlock,170.0,200,82
4764,knockout,195.0,200,82
4764,pass2come,165.0,200,82
4765,corey,191.0,200,85
4765,coreynofield,206.0,200,85
4765,hammerlock,156.0,200,85
4765,knockout,190.0,200,85
4765,pass2come,210.0,200,85
4766,corey,154.0,200,61
4766,coreynofield,169.0,200,61
4766,hammerlock,196.0,200,61
4766,knockout,130.0,200,61
4766,pass2come,195.0,200,61
4767,corey,184.0,200,56
4767,coreynofield,189.0,200,56
